x:accel,y__0,y__1,y__2,y__3,y__4,y__5,y__6
./sub_dataset/154.csv,0,0,0,1,0,0,0
./sub_dataset/155.csv,0,0,0,1,0,0,0
./sub_dataset/156.csv,0,0,1,0,0,0,0
./sub_dataset/157.csv,0,0,1,0,0,0,0
./sub_dataset/158.csv,0,0,0,0,1,0,0
./sub_dataset/159.csv,0,0,0,1,0,0,0
./sub_dataset/160.csv,0,0,0,1,0,0,0
./sub_dataset/161.csv,0,0,0,1,0,0,0
./sub_dataset/162.csv,0,0,1,0,0,0,0
./sub_dataset/163.csv,0,0,0,1,0,0,0
./sub_dataset/164.csv,0,0,0,0,1,0,0
./sub_dataset/165.csv,0,0,0,1,0,0,0
./sub_dataset/166.csv,0,0,0,1,0,0,0
./sub_dataset/167.csv,0,0,0,1,0,0,0
./sub_dataset/168.csv,0,0,0,0,1,0,0
./sub_dataset/169.csv,0,0,0,0,0,1,0
./sub_dataset/170.csv,0,0,0,0,1,0,0
./sub_dataset/171.csv,0,0,0,1,0,0,0
./sub_dataset/172.csv,0,0,1,0,0,0,0
./sub_dataset/173.csv,0,0,1,0,0,0,0
./sub_dataset/174.csv,0,0,0,1,0,0,0
./sub_dataset/175.csv,0,0,0,1,0,0,0
./sub_dataset/176.csv,0,0,0,1,0,0,0
./sub_dataset/177.csv,0,0,0,0,1,0,0
./sub_dataset/178.csv,0,0,0,1,0,0,0
./sub_dataset/179.csv,0,0,1,0,0,0,0
./sub_dataset/180.csv,0,0,0,1,0,0,0
./sub_dataset/181.csv,0,0,0,1,0,0,0
./sub_dataset/182.csv,0,0,1,0,0,0,0
./sub_dataset/183.csv,0,0,0,1,0,0,0
./sub_dataset/184.csv,0,0,0,1,0,0,0
./sub_dataset/185.csv,0,0,1,0,0,0,0
./sub_dataset/186.csv,0,0,1,0,0,0,0
./sub_dataset/187.csv,0,0,0,1,0,0,0
./sub_dataset/188.csv,0,0,0,0,1,0,0
./sub_dataset/189.csv,0,0,0,0,0,1,0
./sub_dataset/190.csv,0,0,0,1,0,0,0
./sub_dataset/191.csv,0,0,0,1,0,0,0
./sub_dataset/192.csv,0,0,0,1,0,0,0
./sub_dataset/193.csv,0,0,0,1,0,0,0
./sub_dataset/194.csv,0,0,0,1,0,0,0
./sub_dataset/195.csv,0,0,0,1,0,0,0
./sub_dataset/196.csv,0,0,0,1,0,0,0
./sub_dataset/197.csv,0,1,0,0,0,0,0
./sub_dataset/198.csv,0,1,0,0,0,0,0
./sub_dataset/199.csv,0,0,1,0,0,0,0
./sub_dataset/200.csv,0,0,0,0,1,0,0
./sub_dataset/201.csv,0,0,0,0,1,0,0
./sub_dataset/202.csv,0,0,0,1,0,0,0
./sub_dataset/203.csv,0,0,0,1,0,0,0
./sub_dataset/204.csv,0,0,0,1,0,0,0
./sub_dataset/205.csv,0,0,0,0,0,0,1
./sub_dataset/206.csv,0,0,0,0,0,1,0
./sub_dataset/207.csv,0,0,0,0,1,0,0
./sub_dataset/208.csv,0,0,0,0,1,0,0
./sub_dataset/209.csv,0,0,0,1,0,0,0
./sub_dataset/210.csv,0,0,0,1,0,0,0
./sub_dataset/211.csv,0,0,0,1,0,0,0
./sub_dataset/212.csv,0,0,1,0,0,0,0
./sub_dataset/213.csv,0,0,0,1,0,0,0
./sub_dataset/214.csv,0,0,0,1,0,0,0
./sub_dataset/215.csv,0,0,0,1,0,0,0
./sub_dataset/216.csv,0,0,0,0,1,0,0
./sub_dataset/217.csv,0,0,0,0,1,0,0
./sub_dataset/218.csv,0,0,0,0,1,0,0
./sub_dataset/219.csv,0,0,0,1,0,0,0
./sub_dataset/220.csv,0,0,0,1,0,0,0
./sub_dataset/221.csv,0,0,0,1,0,0,0
./sub_dataset/222.csv,0,0,1,0,0,0,0
./sub_dataset/223.csv,0,0,0,1,0,0,0
./sub_dataset/224.csv,0,0,0,1,0,0,0
./sub_dataset/225.csv,0,0,1,0,0,0,0
./sub_dataset/226.csv,0,0,0,1,0,0,0
./sub_dataset/227.csv,0,0,0,1,0,0,0
./sub_dataset/228.csv,0,0,0,1,0,0,0
./sub_dataset/229.csv,0,0,0,1,0,0,0
./sub_dataset/230.csv,0,0,0,1,0,0,0
./sub_dataset/231.csv,0,0,0,0,0,1,0
./sub_dataset/232.csv,0,0,0,0,1,0,0
./sub_dataset/233.csv,0,0,0,1,0,0,0
./sub_dataset/234.csv,0,0,1,0,0,0,0
./sub_dataset/235.csv,0,0,0,1,0,0,0
./sub_dataset/236.csv,0,0,0,1,0,0,0
./sub_dataset/237.csv,0,0,0,1,0,0,0
./sub_dataset/238.csv,0,0,0,1,0,0,0
./sub_dataset/239.csv,0,0,0,0,0,1,0
./sub_dataset/240.csv,0,0,0,0,1,0,0
./sub_dataset/241.csv,0,0,0,1,0,0,0
./sub_dataset/242.csv,0,0,1,0,0,0,0
./sub_dataset/243.csv,0,0,1,0,0,0,0
./sub_dataset/244.csv,0,0,0,1,0,0,0
./sub_dataset/245.csv,0,0,1,0,0,0,0
./sub_dataset/246.csv,1,0,0,0,0,0,0
./sub_dataset/247.csv,0,1,0,0,0,0,0
./sub_dataset/248.csv,0,0,0,1,0,0,0
./sub_dataset/249.csv,0,0,0,1,0,0,0
./sub_dataset/250.csv,0,0,0,1,0,0,0
./sub_dataset/251.csv,0,0,0,0,1,0,0
./sub_dataset/252.csv,0,0,0,0,1,0,0
./sub_dataset/253.csv,0,0,0,0,0,1,0
./sub_dataset/254.csv,0,0,0,1,0,0,0
./sub_dataset/255.csv,0,0,0,1,0,0,0
./sub_dataset/256.csv,0,0,0,1,0,0,0
./sub_dataset/257.csv,0,0,0,0,1,0,0
./sub_dataset/258.csv,0,0,0,1,0,0,0
./sub_dataset/259.csv,0,0,0,1,0,0,0
./sub_dataset/260.csv,0,0,1,0,0,0,0
./sub_dataset/261.csv,0,0,1,0,0,0,0
./sub_dataset/262.csv,0,0,0,0,1,0,0
./sub_dataset/263.csv,0,0,0,0,0,1,0
./sub_dataset/264.csv,0,0,0,1,0,0,0
./sub_dataset/265.csv,0,0,0,1,0,0,0
./sub_dataset/266.csv,0,0,0,0,1,0,0
./sub_dataset/267.csv,0,0,0,0,1,0,0
./sub_dataset/268.csv,0,0,0,0,0,1,0
./sub_dataset/269.csv,0,0,0,0,0,1,0
./sub_dataset/270.csv,0,0,0,0,1,0,0
./sub_dataset/271.csv,0,0,0,0,1,0,0
./sub_dataset/272.csv,0,0,0,1,0,0,0
./sub_dataset/273.csv,0,0,0,1,0,0,0
./sub_dataset/274.csv,0,0,0,1,0,0,0
./sub_dataset/275.csv,0,0,0,0,1,0,0
./sub_dataset/276.csv,0,0,0,1,0,0,0
./sub_dataset/277.csv,0,0,0,1,0,0,0
./sub_dataset/278.csv,0,0,0,1,0,0,0
./sub_dataset/279.csv,0,0,1,0,0,0,0
./sub_dataset/280.csv,0,0,0,1,0,0,0
./sub_dataset/281.csv,0,0,0,0,0,1,0
./sub_dataset/282.csv,0,0,0,0,0,1,0
./sub_dataset/283.csv,0,0,0,1,0,0,0
./sub_dataset/284.csv,0,0,1,0,0,0,0
./sub_dataset/285.csv,0,0,1,0,0,0,0
./sub_dataset/286.csv,0,0,0,0,0,1,0
./sub_dataset/287.csv,0,0,0,0,0,0,1
./sub_dataset/288.csv,0,0,0,0,1,0,0
./sub_dataset/289.csv,0,0,0,1,0,0,0
./sub_dataset/290.csv,0,1,0,0,0,0,0
./sub_dataset/291.csv,0,1,0,0,0,0,0
./sub_dataset/292.csv,0,0,0,1,0,0,0
./sub_dataset/293.csv,0,0,0,0,1,0,0
./sub_dataset/294.csv,0,0,0,1,0,0,0
./sub_dataset/295.csv,0,0,0,1,0,0,0
./sub_dataset/296.csv,0,0,0,1,0,0,0
./sub_dataset/297.csv,0,0,0,1,0,0,0
./sub_dataset/298.csv,0,0,0,1,0,0,0
./sub_dataset/299.csv,0,0,0,1,0,0,0
./sub_dataset/300.csv,0,0,0,0,1,0,0
./sub_dataset/301.csv,0,0,0,1,0,0,0
./sub_dataset/302.csv,0,0,0,1,0,0,0
./sub_dataset/303.csv,0,0,0,0,1,0,0
./sub_dataset/304.csv,0,0,0,1,0,0,0
./sub_dataset/305.csv,0,1,0,0,0,0,0
./sub_dataset/306.csv,0,1,0,0,0,0,0
./sub_dataset/307.csv,0,0,0,1,0,0,0
./sub_dataset/308.csv,0,0,0,0,1,0,0
./sub_dataset/309.csv,0,0,0,1,0,0,0
./sub_dataset/310.csv,0,1,0,0,0,0,0
./sub_dataset/311.csv,0,0,1,0,0,0,0
./sub_dataset/312.csv,0,0,0,0,0,1,0
./sub_dataset/313.csv,0,0,0,0,0,1,0
./sub_dataset/314.csv,0,0,0,0,1,0,0
./sub_dataset/315.csv,0,0,1,0,0,0,0
./sub_dataset/316.csv,1,0,0,0,0,0,0
./sub_dataset/317.csv,1,0,0,0,0,0,0
./sub_dataset/318.csv,0,1,0,0,0,0,0
./sub_dataset/319.csv,0,0,0,1,0,0,0
./sub_dataset/320.csv,0,0,1,0,0,0,0
./sub_dataset/321.csv,0,1,0,0,0,0,0
./sub_dataset/322.csv,0,0,0,1,0,0,0
./sub_dataset/323.csv,0,0,1,0,0,0,0
./sub_dataset/324.csv,0,0,0,1,0,0,0
./sub_dataset/325.csv,0,0,0,0,0,1,0
./sub_dataset/326.csv,0,0,0,0,1,0,0
./sub_dataset/327.csv,0,0,0,1,0,0,0
./sub_dataset/328.csv,0,0,0,1,0,0,0
./sub_dataset/329.csv,0,0,1,0,0,0,0
./sub_dataset/330.csv,0,0,1,0,0,0,0
./sub_dataset/331.csv,0,1,0,0,0,0,0
./sub_dataset/332.csv,1,0,0,0,0,0,0
./sub_dataset/333.csv,0,0,1,0,0,0,0
./sub_dataset/334.csv,0,0,0,1,0,0,0
./sub_dataset/335.csv,0,0,1,0,0,0,0
./sub_dataset/336.csv,0,0,0,0,1,0,0
./sub_dataset/337.csv,0,0,0,0,1,0,0
./sub_dataset/338.csv,0,0,1,0,0,0,0
./sub_dataset/339.csv,0,0,1,0,0,0,0
./sub_dataset/340.csv,0,0,1,0,0,0,0
./sub_dataset/341.csv,0,1,0,0,0,0,0
./sub_dataset/342.csv,1,0,0,0,0,0,0
./sub_dataset/343.csv,0,0,1,0,0,0,0
./sub_dataset/344.csv,0,0,0,1,0,0,0
./sub_dataset/345.csv,0,0,0,0,1,0,0
./sub_dataset/346.csv,0,0,0,0,1,0,0
./sub_dataset/347.csv,0,0,0,1,0,0,0
./sub_dataset/348.csv,0,0,1,0,0,0,0
./sub_dataset/349.csv,0,0,0,1,0,0,0
./sub_dataset/350.csv,0,0,1,0,0,0,0
./sub_dataset/351.csv,0,0,0,1,0,0,0
./sub_dataset/352.csv,0,0,0,1,0,0,0
./sub_dataset/353.csv,0,0,0,1,0,0,0
./sub_dataset/354.csv,0,0,0,1,0,0,0
./sub_dataset/355.csv,0,0,0,1,0,0,0
./sub_dataset/356.csv,0,0,0,0,1,0,0
./sub_dataset/357.csv,0,0,0,0,0,1,0
./sub_dataset/358.csv,0,0,0,1,0,0,0
./sub_dataset/359.csv,0,0,0,1,0,0,0
./sub_dataset/360.csv,0,0,0,1,0,0,0
./sub_dataset/361.csv,0,1,0,0,0,0,0
./sub_dataset/362.csv,0,1,0,0,0,0,0
./sub_dataset/363.csv,0,0,0,1,0,0,0
./sub_dataset/364.csv,0,0,0,0,1,0,0
./sub_dataset/365.csv,0,0,0,0,0,1,0
./sub_dataset/366.csv,0,0,0,0,1,0,0
./sub_dataset/367.csv,0,0,0,1,0,0,0
./sub_dataset/368.csv,0,0,0,0,1,0,0
./sub_dataset/369.csv,0,0,0,1,0,0,0
./sub_dataset/370.csv,0,0,0,1,0,0,0
./sub_dataset/371.csv,0,0,0,0,0,1,0
./sub_dataset/372.csv,0,0,0,0,0,1,0
./sub_dataset/373.csv,0,0,0,1,0,0,0
./sub_dataset/374.csv,0,0,0,1,0,0,0
./sub_dataset/375.csv,0,0,0,1,0,0,0
./sub_dataset/376.csv,0,1,0,0,0,0,0
./sub_dataset/377.csv,0,1,0,0,0,0,0
./sub_dataset/378.csv,0,0,0,1,0,0,0
./sub_dataset/379.csv,0,0,1,0,0,0,0
./sub_dataset/380.csv,0,1,0,0,0,0,0
./sub_dataset/381.csv,0,0,1,0,0,0,0
./sub_dataset/382.csv,0,0,1,0,0,0,0
./sub_dataset/383.csv,0,0,0,1,0,0,0
./sub_dataset/384.csv,0,0,0,1,0,0,0
./sub_dataset/385.csv,0,0,0,1,0,0,0
./sub_dataset/386.csv,0,0,1,0,0,0,0
./sub_dataset/387.csv,0,0,0,1,0,0,0
./sub_dataset/388.csv,0,0,0,1,0,0,0
./sub_dataset/389.csv,0,0,1,0,0,0,0
./sub_dataset/390.csv,0,0,0,1,0,0,0
./sub_dataset/391.csv,0,0,0,0,1,0,0
./sub_dataset/392.csv,0,0,0,0,0,1,0
./sub_dataset/393.csv,0,0,0,1,0,0,0
./sub_dataset/394.csv,0,1,0,0,0,0,0
./sub_dataset/395.csv,0,0,0,1,0,0,0
./sub_dataset/396.csv,0,0,0,1,0,0,0
./sub_dataset/397.csv,0,0,0,1,0,0,0
./sub_dataset/398.csv,0,0,0,1,0,0,0
./sub_dataset/399.csv,0,0,0,0,0,1,0
./sub_dataset/400.csv,0,0,0,0,1,0,0
./sub_dataset/401.csv,0,0,0,1,0,0,0
./sub_dataset/402.csv,0,0,0,0,1,0,0
./sub_dataset/403.csv,0,0,0,1,0,0,0
./sub_dataset/404.csv,0,0,0,1,0,0,0
./sub_dataset/405.csv,0,0,1,0,0,0,0
./sub_dataset/406.csv,0,0,0,1,0,0,0
./sub_dataset/407.csv,0,0,0,1,0,0,0
./sub_dataset/408.csv,0,0,0,1,0,0,0
./sub_dataset/409.csv,0,0,0,1,0,0,0
./sub_dataset/410.csv,0,0,0,1,0,0,0
./sub_dataset/411.csv,0,0,0,1,0,0,0
./sub_dataset/412.csv,0,0,0,1,0,0,0
./sub_dataset/413.csv,0,0,0,1,0,0,0
./sub_dataset/414.csv,0,0,0,0,1,0,0
./sub_dataset/415.csv,0,0,0,1,0,0,0
./sub_dataset/416.csv,0,0,0,1,0,0,0
./sub_dataset/417.csv,0,0,0,0,0,1,0
./sub_dataset/418.csv,0,0,0,1,0,0,0
./sub_dataset/419.csv,0,0,1,0,0,0,0
./sub_dataset/420.csv,0,0,0,1,0,0,0
./sub_dataset/421.csv,0,0,0,0,0,1,0
./sub_dataset/422.csv,0,0,0,0,1,0,0
./sub_dataset/423.csv,0,0,0,0,1,0,0
./sub_dataset/424.csv,0,0,0,0,0,1,0
./sub_dataset/425.csv,0,0,0,1,0,0,0
./sub_dataset/426.csv,0,0,0,1,0,0,0
./sub_dataset/427.csv,0,0,0,0,0,1,0
./sub_dataset/428.csv,0,0,0,0,0,0,1
./sub_dataset/429.csv,0,0,0,0,0,1,0
./sub_dataset/430.csv,0,1,0,0,0,0,0
./sub_dataset/431.csv,0,0,0,1,0,0,0
./sub_dataset/432.csv,0,0,1,0,0,0,0
./sub_dataset/433.csv,0,1,0,0,0,0,0
./sub_dataset/434.csv,0,0,0,1,0,0,0
./sub_dataset/435.csv,0,0,0,1,0,0,0
./sub_dataset/436.csv,0,0,0,1,0,0,0
./sub_dataset/437.csv,0,0,0,0,0,1,0
./sub_dataset/438.csv,0,0,0,0,1,0,0
./sub_dataset/439.csv,0,0,0,1,0,0,0
./sub_dataset/440.csv,0,0,0,1,0,0,0
./sub_dataset/441.csv,0,0,0,1,0,0,0
./sub_dataset/442.csv,0,0,0,1,0,0,0
./sub_dataset/443.csv,0,0,0,0,1,0,0
./sub_dataset/444.csv,0,0,1,0,0,0,0
./sub_dataset/445.csv,0,1,0,0,0,0,0
./sub_dataset/446.csv,0,1,0,0,0,0,0
./sub_dataset/447.csv,0,0,0,0,1,0,0
./sub_dataset/448.csv,0,0,0,0,0,0,1
./sub_dataset/449.csv,0,0,0,0,1,0,0
./sub_dataset/450.csv,0,1,0,0,0,0,0
./sub_dataset/451.csv,0,1,0,0,0,0,0
./sub_dataset/452.csv,0,0,1,0,0,0,0
./sub_dataset/453.csv,0,0,1,0,0,0,0
./sub_dataset/454.csv,0,0,0,0,1,0,0
./sub_dataset/455.csv,0,0,0,1,0,0,0
./sub_dataset/456.csv,0,0,0,1,0,0,0
./sub_dataset/457.csv,0,0,0,0,1,0,0
./sub_dataset/458.csv,0,0,0,1,0,0,0
./sub_dataset/459.csv,0,1,0,0,0,0,0
./sub_dataset/460.csv,0,0,1,0,0,0,0
./sub_dataset/461.csv,0,0,1,0,0,0,0
./sub_dataset/462.csv,0,0,0,1,0,0,0
./sub_dataset/463.csv,0,0,0,0,0,1,0
./sub_dataset/464.csv,0,1,0,0,0,0,0
./sub_dataset/465.csv,0,1,0,0,0,0,0
./sub_dataset/466.csv,0,0,0,1,0,0,0
./sub_dataset/467.csv,0,0,1,0,0,0,0
./sub_dataset/468.csv,0,0,1,0,0,0,0
./sub_dataset/469.csv,0,0,1,0,0,0,0
./sub_dataset/470.csv,0,0,1,0,0,0,0
./sub_dataset/471.csv,0,0,1,0,0,0,0
./sub_dataset/472.csv,0,1,0,0,0,0,0
./sub_dataset/473.csv,0,0,0,1,0,0,0
./sub_dataset/474.csv,0,0,0,0,0,1,0
./sub_dataset/475.csv,0,0,0,0,1,0,0
./sub_dataset/476.csv,0,0,0,1,0,0,0
./sub_dataset/477.csv,0,0,0,1,0,0,0
./sub_dataset/478.csv,0,0,0,0,0,1,0
./sub_dataset/479.csv,0,0,0,0,0,1,0
./sub_dataset/480.csv,0,0,0,1,0,0,0
./sub_dataset/481.csv,0,0,0,1,0,0,0
./sub_dataset/482.csv,0,0,0,0,1,0,0
./sub_dataset/483.csv,0,0,0,0,0,1,0
./sub_dataset/484.csv,0,0,0,0,1,0,0
./sub_dataset/485.csv,0,0,0,1,0,0,0
./sub_dataset/486.csv,0,0,0,1,0,0,0
./sub_dataset/487.csv,0,0,0,1,0,0,0
./sub_dataset/488.csv,0,0,0,0,1,0,0
./sub_dataset/489.csv,0,0,0,0,1,0,0
./sub_dataset/490.csv,0,0,0,0,0,1,0
./sub_dataset/491.csv,0,0,0,0,0,1,0
./sub_dataset/492.csv,0,0,0,1,0,0,0
./sub_dataset/493.csv,0,0,0,1,0,0,0
./sub_dataset/494.csv,0,0,0,1,0,0,0
./sub_dataset/495.csv,0,0,0,0,1,0,0
./sub_dataset/496.csv,0,0,0,0,1,0,0
./sub_dataset/497.csv,0,0,1,0,0,0,0
./sub_dataset/498.csv,0,1,0,0,0,0,0
./sub_dataset/499.csv,0,1,0,0,0,0,0
./sub_dataset/500.csv,0,0,0,1,0,0,0
./sub_dataset/501.csv,0,0,0,0,1,0,0
./sub_dataset/502.csv,0,0,1,0,0,0,0
./sub_dataset/503.csv,0,0,1,0,0,0,0
./sub_dataset/504.csv,0,0,1,0,0,0,0
./sub_dataset/505.csv,0,0,0,1,0,0,0
./sub_dataset/506.csv,0,0,0,1,0,0,0
./sub_dataset/507.csv,0,0,0,1,0,0,0
./sub_dataset/508.csv,0,0,0,0,1,0,0
./sub_dataset/509.csv,0,0,0,1,0,0,0
./sub_dataset/510.csv,0,0,0,0,1,0,0
./sub_dataset/511.csv,1,0,0,0,0,0,0
./sub_dataset/512.csv,1,0,0,0,0,0,0
./sub_dataset/513.csv,0,0,0,1,0,0,0
./sub_dataset/514.csv,0,0,0,1,0,0,0
./sub_dataset/515.csv,0,1,0,0,0,0,0
